fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
-0.7340822817547816,0.15915298240885017,0.21763690158184215,-0.9156004649758436,0.3508997730643341,-1.242012369868516,0.04299407252961609,-0.0007299642113936977,0.693511227154867,-0.03321802972725711,-0.8972312267429632,0,1
1.425697860872795,-0.039037932849008465,0.8858165262436494,0.20267676008603977,0.42960610336761057,-0.20047656729160226,-0.7062890588649459,0.38907247448257876,0.4143240409425143,-0.4938185450175694,-0.402680374285217,0,1
0.3458077895590073,-0.5345152209936561,-0.005089639972093796,0.5402698846330233,1.0592567457938216,0.9061552229463685,1.1990309038240832,0.5662554011616786,-0.07425353492910139,-0.8622989572498191,-0.5675306584377986,0,1
0.3458077895590073,-0.5345152209936561,-0.005089639972093796,0.5402698846330233,1.0592567457938216,0.9061552229463685,1.1990309038240832,0.5662554011616786,-0.07425353492910139,-0.8622989572498191,-0.5675306584377986,0,1
1.425697860872795,-0.039037932849008465,0.8858165262436494,0.20267676008603977,0.42960610336761057,-0.20047656729160226,-0.7062890588649459,0.38907247448257876,0.4143240409425143,-0.4938185450175694,-0.402680374285217,0,1
-0.8540700674563132,0.3573438976667093,-1.78690197240358,0.22377633037022618,0.036074451851228366,-0.20047656729160226,0.1286264304032803,0.31819930381095457,-0.14405033148218802,-0.21745823584338222,-0.8148060846666724,0,1
-0.7340822817547816,0.15915298240885017,0.21763690158184215,-0.9156004649758436,0.3508997730643341,-1.242012369868516,0.04299407252961609,-0.0007299642113936977,0.693511227154867,-0.03321802972725711,-0.8972312267429632,0,1
1.425697860872795,-0.6336106786225857,1.2199063385745528,-0.9367000352600299,-0.04263187845204807,-0.3306685426137165,-0.02123019587563208,-0.0716031348830179,0.1351368547301647,-0.4016984419595068,0.33914590440140296,0,1
1.425697860872795,-0.13813339047793805,0.9971797970206168,-0.9472498204021231,-0.9084015117880878,-1.4373003328516871,-1.4341641007910917,-1.134700694957499,-1.4701894659908619,0.6116226916791808,1.1633973251643137,0,0
2.025636789380455,-0.5345152209936561,0.8858165262436494,-0.36701163758699507,-0.7509888511815349,-1.0467244068853445,-0.4493919852439532,0.24732613313933036,-0.4232375176945407,0.33526238250499313,-0.7323809425903816,0,0
1.185722289469732,-1.0299925091383038,0.5517267139127455,-0.9999987461125893,-0.35745719966515327,-1.1118203945464018,-1.1772670271700991,-0.7094616709277144,-0.14405033148218802,1.2564634130856176,0.1742956202488214,0,0
-0.37411892465018565,-1.2281834243961627,0.8858165262436494,-0.9367000352600299,-0.04263187845204807,0.9712512106074256,0.2784830566821927,-0.9929543536142506,2.3686343444289832,0.24314227944693056,1.4930978934694783,0,1
-0.37411892465018565,-1.129087966767233,0.6630899846897135,-0.9367000352600299,-0.9871078420913643,-0.3306685426137165,-0.38516771683870504,-0.9220811829426263,0.34452724438942767,0.5195025886211182,0.6688464727065676,0,1
