fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.31944444444444453,0.655367231638418,0.0,0.2916666666666666,0.45945945945946,0.2564102564102564,0.2616822429906542,0.6683673469387941,0.7571428571428562,0.37704918032786894,0.1627906976744189,0
0.3749999999999999,0.8587570621468927,0.0,0.5833333333333333,0.7567567567567578,0.6153846153846153,0.5700934579439252,0.5408163265306172,0.31428571428571406,0.5737704918032789,0.25581395348837255,0
0.3749999999999999,0.7231638418079097,0.0547945205479452,0.4583333333333332,0.6756756756756767,0.3589743589743589,0.44859813084112143,0.5663265306122582,0.39999999999999947,0.5245901639344264,0.25581395348837255,0
0.847222222222222,0.18079096045197743,0.767123287671233,0.2916666666666666,0.4459459459459466,0.41025641025641024,0.5046728971962616,0.6938775510204209,0.2571428571428571,0.4098360655737704,0.25581395348837255,1
0.31944444444444453,0.655367231638418,0.0,0.2916666666666666,0.45945945945946,0.2564102564102564,0.2616822429906542,0.6683673469387941,0.7571428571428562,0.37704918032786894,0.1627906976744189,0
0.31944444444444453,0.6101694915254238,0.0,0.25000000000000006,0.4459459459459466,0.30769230769230765,0.3177570093457944,0.6683673469387941,0.7571428571428562,0.37704918032786894,0.1627906976744189,0
0.38888888888888895,0.5423728813559322,0.0821917808219178,0.16666666666666669,0.36486486486486547,0.3589743589743589,0.49532710280373826,0.48979591836734926,0.4571428571428564,0.21311475409836067,0.1627906976744189,0
0.30555555555555547,0.5988700564971752,0.0,0.0,0.3108108108108113,0.3589743589743589,0.14018691588785048,0.26020408163266495,0.5857142857142854,0.2295081967213114,0.30232558139534893,1
0.3749999999999999,0.519774011299435,0.0273972602739726,0.3333333333333333,0.4189189189189194,0.20512820512820512,0.11214953271028037,0.5408163265306172,0.5428571428571418,0.39344262295081955,0.18604651162790686,1
0.22222222222222232,0.519774011299435,0.1095890410958904,0.25000000000000006,0.7432432432432431,0.3589743589743589,0.5514018691588785,0.4260204081632821,0.42857142857142794,0.34426229508196726,0.11627906976744162,0
0.06944444444444442,0.5593220338983051,0.0,0.16666666666666669,0.6351351351351359,0.3846153846153846,0.49532710280373826,0.22193877551021046,0.8571428571428568,0.3114754098360656,0.2790697674418605,0
0.4722222222222222,0.18079096045197743,0.767123287671233,0.25000000000000006,0.6756756756756767,0.8717948717948717,0.9065420560747662,0.5535714285714448,0.4571428571428564,0.6885245901639345,0.418604651162791,1
0.5277777777777778,0.11299435028248589,0.6575342465753424,0.25000000000000006,0.4729729729729736,0.717948717948718,0.5046728971962616,0.5408163265306172,0.5857142857142854,0.3278688524590164,0.1627906976744189,1
0.3472222222222222,0.30508474576271194,0.4246575342465753,0.4583333333333332,0.54054054054054,0.5641025641025641,0.6074766355140186,0.7193877551020478,0.7714285714285714,0.5245901639344264,0.2325581395348837,0
0.38888888888888895,0.3502824858757062,0.2876712328767123,0.16666666666666669,0.8648648648648659,0.23076923076923075,0.2897196261682243,0.5153061224489903,0.27142857142857135,0.9508196721311477,0.18604651162790686,0
0.4722222222222222,0.4180790960451978,0.1506849315068493,0.4583333333333332,0.5675675675675683,0.20512820512820512,0.5700934579439252,0.5408163265306172,0.27142857142857135,0.3278688524590164,0.1627906976744189,0
0.2500000000000001,0.31638418079096053,0.19178082191780824,0.49999999999999994,0.5810810810810819,0.5128205128205128,0.3177570093457944,0.5408163265306172,0.6428571428571423,0.4918032786885247,0.2325581395348837,1
0.16666666666666674,0.30508474576271194,0.2191780821917808,0.08333333333333331,0.5135135135135142,0.2564102564102564,0.15887850467289721,0.3750000000000142,0.5142857142857133,0.37704918032786894,0.13953488372093048,0
0.3472222222222222,0.327683615819209,0.3287671232876712,0.25000000000000006,0.5135135135135142,0.07692307692307693,0.04672897196261683,0.4642857142857224,0.42857142857142794,0.42622950819672123,0.18604651162790686,0
0.38888888888888895,0.3502824858757062,0.2876712328767123,0.16666666666666669,0.8648648648648659,0.23076923076923075,0.2897196261682243,0.5153061224489903,0.27142857142857135,0.9508196721311477,0.18604651162790686,0
0.2777777777777778,0.6666666666666666,0.0,0.2916666666666666,0.5135135135135142,0.3333333333333333,0.27102803738317754,0.5918367346938851,0.7000000000000002,0.3606557377049181,0.1627906976744189,0
0.3749999999999999,0.5932203389830509,0.0,0.3333333333333333,0.54054054054054,0.1794871794871795,0.09345794392523364,0.48979591836734926,0.5714285714285712,0.42622950819672123,0.25581395348837255,1
0.22222222222222232,0.6271186440677967,0.09589041095890412,0.49999999999999994,0.6351351351351359,0.41025641025641024,0.7102803738317757,0.4132653061224545,0.5285714285714285,0.34426229508196726,0.32558139534883734,0
0.2500000000000001,0.6384180790960453,0.0,0.5416666666666665,0.8513513513513525,0.5384615384615384,0.2897196261682243,0.5153061224489903,0.685714285714285,0.39344262295081955,0.44186046511627897,1
0.44444444444444453,0.6045197740112995,0.1643835616438356,0.4583333333333332,0.554054054054055,0.3589743589743589,1.0,0.5153061224489903,0.27142857142857135,0.5409836065573772,0.25581395348837255,0
